ts,mbps,fps,bytes_sent,interval_s
2025-11-01T05:38:40Z,0.43484,0.0,54355,0.0
2025-11-01T05:38:40Z,0.003632,0.0,454,0.0
2025-11-01T05:38:40Z,0.036928,0.0,4616,0.0
2025-11-01T05:38:40Z,0.122312,0.0,15289,0.0
2025-11-01T05:38:41Z,0.075088,0.0,9386,0.0
2025-11-01T05:38:41Z,0.41916,0.0,52395,0.0
2025-11-01T05:38:41Z,0.093544,0.0,11693,0.0
2025-11-01T05:38:41Z,0.010568,0.0,1321,0.0
2025-11-01T05:38:41Z,0.079488,0.0,9936,0.0
2025-11-01T05:38:41Z,0.148912,0.0,18614,0.0
2025-11-01T05:38:41Z,0.028096,0.0,3512,0.0
2025-11-01T05:38:41Z,0.142816,0.0,17852,0.0
2025-11-01T05:38:41Z,0.065072,0.0,8134,0.0
2025-11-01T05:38:41Z,0.087264,0.0,10908,0.0
2025-11-01T05:38:41Z,0.067448,0.0,8431,0.0
2025-11-01T05:38:41Z,0.060528,0.0,7566,0.0
2025-11-01T05:38:41Z,0.12688,0.0,15860,0.0
2025-11-01T05:38:41Z,0.086632,0.0,10829,0.0
2025-11-01T05:38:41Z,0.060848,0.0,7606,0.0
2025-11-01T05:38:42Z,0.043744,0.0,5468,0.0
2025-11-01T05:38:42Z,0.087024,0.0,10878,0.0
2025-11-01T05:38:42Z,0.051352,0.0,6419,0.0
2025-11-01T05:38:42Z,0.028696,0.0,3587,0.0
2025-11-01T05:38:42Z,0.069944,0.0,8743,0.0
2025-11-01T05:38:42Z,0.044024,0.0,5503,0.0
2025-11-01T05:38:42Z,0.039744,0.0,4968,0.0
2025-11-01T05:38:42Z,0.187992,0.0,23499,0.0
2025-11-01T05:38:42Z,0.199128,0.0,24891,0.0
2025-11-01T05:38:42Z,0.009952,0.0,1244,0.0
2025-11-01T05:38:42Z,0.034616,0.0,4327,0.0
2025-11-01T05:38:42Z,0.567976,0.0,70997,0.0
2025-11-01T05:38:42Z,0.063488,0.0,7936,0.0
2025-11-01T05:38:42Z,0.009192,0.0,1149,0.0
2025-11-01T05:38:42Z,0.087,0.0,10875,0.0
2025-11-01T05:38:43Z,0.115216,0.0,14402,0.0
2025-11-01T05:38:43Z,0.121584,0.0,15198,0.0
2025-11-01T05:38:43Z,0.09292,0.0,11615,0.0
2025-11-01T05:38:43Z,0.089416,0.0,11177,0.0
2025-11-01T05:38:43Z,0.062592,0.0,7824,0.0
2025-11-01T05:38:43Z,0.04932,0.0,6165,0.0
2025-11-01T05:38:43Z,0.042728,0.0,5341,0.0
2025-11-01T05:38:43Z,0.101536,0.0,12692,0.0
2025-11-01T05:38:43Z,0.063472,0.0,7934,0.0
2025-11-01T05:38:43Z,0.065088,0.0,8136,0.0
2025-11-01T05:38:43Z,0.048008,0.0,6001,0.0
2025-11-01T05:38:43Z,0.0436,0.0,5450,0.0
2025-11-01T05:38:43Z,0.0588,0.0,7350,0.0
2025-11-01T05:38:43Z,0.091704,0.0,11463,0.0
2025-11-01T05:38:43Z,0.081152,0.0,10144,0.0
2025-11-01T05:38:44Z,0.076096,0.0,9512,0.0
2025-11-01T05:38:44Z,0.136464,0.0,17058,0.0
2025-11-01T05:38:44Z,0.038504,0.0,4813,0.0
2025-11-01T05:38:44Z,0.057488,0.0,7186,0.0
2025-11-01T05:38:44Z,0.074944,0.0,9368,0.0
2025-11-01T05:38:44Z,0.116568,0.0,14571,0.0
2025-11-01T05:38:44Z,0.084024,0.0,10503,0.0
2025-11-01T05:38:44Z,0.074568,0.0,9321,0.0
2025-11-01T05:38:44Z,0.102792,0.0,12849,0.0
2025-11-01T05:38:44Z,0.070528,0.0,8816,0.0
2025-11-01T05:38:44Z,0.080264,0.0,10033,0.0
2025-11-01T05:38:44Z,0.531328,0.0,66416,0.0
2025-11-01T05:38:44Z,0.085376,0.0,10672,0.0
2025-11-01T05:38:44Z,0.106536,0.0,13317,0.0
2025-11-01T05:38:44Z,0.115504,0.0,14438,0.0
2025-11-01T05:38:45Z,0.157936,0.0,19742,0.0
2025-11-01T05:38:45Z,0.059904,0.0,7488,0.0
2025-11-01T05:38:45Z,0.07876,0.0,9845,0.0
2025-11-01T05:38:45Z,0.118584,0.0,14823,0.0
2025-11-01T05:38:45Z,0.088112,0.0,11014,0.0
2025-11-01T05:38:45Z,0.064344,0.0,8043,0.0
2025-11-01T05:38:45Z,0.055864,0.0,6983,0.0
2025-11-01T05:38:45Z,0.053672,0.0,6709,0.0
2025-11-01T05:38:45Z,0.044512,0.0,5564,0.0
2025-11-01T05:38:45Z,0.042248,0.0,5281,0.0
2025-11-01T05:38:45Z,0.044864,0.0,5608,0.0
2025-11-01T05:38:45Z,0.143928,0.0,17991,0.0
2025-11-01T05:38:45Z,0.023488,0.0,2936,0.0
2025-11-01T05:38:45Z,0.130272,0.0,16284,0.0
2025-11-01T05:38:45Z,0.096416,0.0,12052,0.0
2025-11-01T05:38:46Z,0.094248,0.0,11781,0.0
2025-11-01T05:38:46Z,0.07712,0.0,9640,0.0
2025-11-01T05:38:46Z,0.087368,0.0,10921,0.0
2025-11-01T05:38:46Z,0.07296,0.0,9120,0.0
2025-11-01T05:38:46Z,0.070648,0.0,8831,0.0
2025-11-01T05:38:46Z,0.0676,0.0,8450,0.0
2025-11-01T05:38:46Z,0.088864,0.0,11108,0.0
2025-11-01T05:38:46Z,0.086616,0.0,10827,0.0
2025-11-01T05:38:46Z,0.075328,0.0,9416,0.0
2025-11-01T05:38:46Z,0.07416,0.0,9270,0.0
2025-11-01T05:38:46Z,0.076304,0.0,9538,0.0
2025-11-01T05:38:46Z,0.480136,0.0,60017,0.0
2025-11-01T05:38:46Z,0.086512,0.0,10814,0.0
2025-11-01T05:38:46Z,0.111216,0.0,13902,0.0
2025-11-01T05:38:46Z,0.147064,0.0,18383,0.0
2025-11-01T05:38:47Z,0.148776,0.0,18597,0.0
2025-11-01T05:38:47Z,0.083752,0.0,10469,0.0
2025-11-01T05:38:47Z,0.093296,0.0,11662,0.0
2025-11-01T05:38:47Z,0.130176,0.0,16272,0.0
2025-11-01T05:38:47Z,0.032984,0.0,4123,0.0
2025-11-01T05:38:47Z,0.087736,0.0,10967,0.0
2025-11-01T05:38:47Z,0.058472,0.0,7309,0.0
2025-11-01T05:38:47Z,0.049312,0.0,6164,0.0
2025-11-01T05:38:47Z,0.043688,0.0,5461,0.0
2025-11-01T05:38:47Z,0.052624,0.0,6578,0.0
2025-11-01T05:38:47Z,0.041888,0.0,5236,0.0
2025-11-01T05:38:47Z,0.161552,0.0,20194,0.0
2025-11-01T05:38:47Z,0.095184,0.0,11898,0.0
2025-11-01T05:38:47Z,0.083688,0.0,10461,0.0
2025-11-01T05:38:47Z,0.076976,0.0,9622,0.0
2025-11-01T05:38:48Z,0.07548,0.0,9435,0.0
2025-11-01T05:38:48Z,0.088288,0.0,11036,0.0
2025-11-01T05:38:48Z,0.069928,0.0,8741,0.0
2025-11-01T05:38:48Z,0.075,0.0,9375,0.0
2025-11-01T05:38:48Z,0.070728,0.0,8841,0.0
2025-11-01T05:38:48Z,0.067352,0.0,8419,0.0
2025-11-01T05:38:48Z,0.091016,0.0,11377,0.0
2025-11-01T05:38:48Z,0.080424,0.0,10053,0.0
2025-11-01T05:38:48Z,0.084192,0.0,10524,0.0
2025-11-01T05:38:48Z,0.075976,0.0,9497,0.0
2025-11-01T05:38:48Z,0.074064,0.0,9258,0.0
2025-11-01T05:38:48Z,0.481992,0.0,60249,0.0
2025-11-01T05:38:48Z,0.115936,0.0,14492,0.0
2025-11-01T05:38:48Z,0.107608,0.0,13451,0.0
2025-11-01T05:38:48Z,0.134544,0.0,16818,0.0
2025-11-01T05:38:49Z,0.130992,0.0,16374,0.0
2025-11-01T05:38:49Z,0.094976,0.0,11872,0.0
2025-11-01T05:38:49Z,0.096832,0.0,12104,0.0
2025-11-01T05:38:49Z,0.067616,0.0,8452,0.0
2025-11-01T05:38:49Z,0.116896,0.0,14612,0.0
2025-11-01T05:38:49Z,0.0676,0.0,8450,0.0
2025-11-01T05:38:49Z,0.072296,0.0,9037,0.0
2025-11-01T05:38:49Z,0.054616,0.0,6827,0.0
2025-11-01T05:38:49Z,0.051744,0.0,6468,0.0
2025-11-01T05:38:49Z,0.066896,0.0,8362,0.0
2025-11-01T05:38:49Z,0.046944,0.0,5868,0.0
2025-11-01T05:38:49Z,0.086896,0.0,10862,0.0
2025-11-01T05:38:49Z,0.088936,0.0,11117,0.0
2025-11-01T05:38:49Z,0.06084,0.0,7605,0.0
2025-11-01T05:38:49Z,0.048392,0.0,6049,0.0
2025-11-01T05:38:50Z,0.046304,0.0,5788,0.0
2025-11-01T05:38:50Z,0.06172,0.0,7715,0.0
2025-11-01T05:38:50Z,0.160648,0.0,20081,0.0
2025-11-01T05:38:50Z,0.09188,0.0,11485,0.0
2025-11-01T05:38:50Z,0.078784,0.0,9848,0.0
2025-11-01T05:38:50Z,0.082336,0.0,10292,0.0
2025-11-01T05:38:50Z,0.073776,0.0,9222,0.0
2025-11-01T05:38:50Z,0.08456,0.0,10570,0.0
2025-11-01T05:38:50Z,0.082392,0.0,10299,0.0
2025-11-01T05:38:50Z,0.082544,0.0,10318,0.0
2025-11-01T05:38:50Z,0.078688,0.0,9836,0.0
2025-11-01T05:38:50Z,0.48328,0.0,60410,0.0
2025-11-01T05:38:50Z,0.116032,0.0,14504,0.0
2025-11-01T05:38:50Z,0.11504,0.0,14380,0.0
2025-11-01T05:38:50Z,0.124048,0.0,15506,0.0
2025-11-01T05:38:51Z,0.15656,0.0,19570,0.0
2025-11-01T05:38:51Z,0.047584,0.0,5948,0.0
2025-11-01T05:38:51Z,0.107144,0.0,13393,0.0
2025-11-01T05:38:51Z,0.109512,0.0,13689,0.0
2025-11-01T05:38:51Z,0.041664,0.0,5208,0.0
2025-11-01T05:38:51Z,0.092488,0.0,11561,0.0
2025-11-01T05:38:51Z,0.0612,0.0,7650,0.0
2025-11-01T05:38:51Z,0.052632,0.0,6579,0.0
2025-11-01T05:38:51Z,0.051072,0.0,6384,0.0
2025-11-01T05:38:51Z,0.04376,0.0,5470,0.0
2025-11-01T05:38:51Z,0.040768,0.0,5096,0.0
2025-11-01T05:38:51Z,0.06028,0.0,7535,0.0
2025-11-01T05:38:51Z,0.043848,0.0,5481,0.0
2025-11-01T05:38:51Z,0.076768,0.0,9596,0.0
2025-11-01T05:38:51Z,0.07228,0.0,9035,0.0
2025-11-01T05:38:52Z,0.07936,0.0,9920,0.0
2025-11-01T05:38:52Z,0.078864,0.0,9858,0.0
2025-11-01T05:38:52Z,0.084632,0.0,10579,0.0
2025-11-01T05:38:52Z,0.144168,0.0,18021,0.0
2025-11-01T05:38:52Z,0.056904,0.0,7113,0.0
2025-11-01T05:38:52Z,0.056808,0.0,7101,0.0
2025-11-01T05:38:52Z,0.076664,0.0,9583,0.0
2025-11-01T05:38:52Z,0.12956,0.0,16195,0.0
2025-11-01T05:38:52Z,0.076368,0.0,9546,0.0
2025-11-01T05:38:52Z,0.075328,0.0,9416,0.0
2025-11-01T05:38:52Z,0.085848,0.0,10731,0.0
2025-11-01T05:38:52Z,0.436992,0.0,54624,0.0
2025-11-01T05:38:52Z,0.115176,0.0,14397,0.0
2025-11-01T05:38:52Z,0.153264,0.0,19158,0.0
2025-11-01T05:38:52Z,0.151672,0.0,18959,0.0
2025-11-01T05:38:53Z,0.147456,0.0,18432,0.0
2025-11-01T05:38:53Z,0.07376,0.0,9220,0.0
2025-11-01T05:38:53Z,0.094504,0.0,11813,0.0
2025-11-01T05:38:53Z,0.055168,0.0,6896,0.0
2025-11-01T05:38:53Z,0.116664,0.0,14583,0.0
2025-11-01T05:38:53Z,0.071824,0.0,8978,0.0
2025-11-01T05:38:53Z,0.057704,0.0,7213,0.0
2025-11-01T05:38:53Z,0.053744,0.0,6718,0.0
2025-11-01T05:38:53Z,0.049984,0.0,6248,0.0
2025-11-01T05:38:53Z,0.044208,0.0,5526,0.0
2025-11-01T05:38:53Z,0.040088,0.0,5011,0.0
2025-11-01T05:38:53Z,0.15976,0.0,19970,0.0
2025-11-01T05:38:53Z,0.018728,0.0,2341,0.0
2025-11-01T05:38:53Z,0.111368,0.0,13921,0.0
2025-11-01T05:38:53Z,0.087752,0.0,10969,0.0
2025-11-01T05:38:54Z,0.076968,0.0,9621,0.0
2025-11-01T05:38:54Z,0.075472,0.0,9434,0.0
2025-11-01T05:38:54Z,0.0764,0.0,9550,0.0
2025-11-01T05:38:54Z,0.086448,0.0,10806,0.0
2025-11-01T05:38:54Z,0.074208,0.0,9276,0.0
2025-11-01T05:38:54Z,0.080232,0.0,10029,0.0
2025-11-01T05:38:54Z,0.049688,0.0,6211,0.0
2025-11-01T05:38:54Z,0.117616,0.0,14702,0.0
2025-11-01T05:38:54Z,0.064088,0.0,8011,0.0
2025-11-01T05:38:54Z,0.077672,0.0,9709,0.0
2025-11-01T05:38:54Z,0.073424,0.0,9178,0.0
2025-11-01T05:38:54Z,0.486296,0.0,60787,0.0
2025-11-01T05:38:54Z,0.08636,0.0,10795,0.0
2025-11-01T05:38:54Z,0.15568,0.0,19460,0.0
2025-11-01T05:38:54Z,0.137088,0.0,17136,0.0
2025-11-01T05:38:55Z,0.128576,0.0,16072,0.0
2025-11-01T05:38:55Z,0.081816,0.0,10227,0.0
2025-11-01T05:38:55Z,0.10296,0.0,12870,0.0
2025-11-01T05:38:55Z,0.057176,0.0,7147,0.0
2025-11-01T05:38:55Z,0.115536,0.0,14442,0.0
2025-11-01T05:38:55Z,0.068608,0.0,8576,0.0
2025-11-01T05:38:55Z,0.061576,0.0,7697,0.0
2025-11-01T05:38:55Z,0.05076,0.0,6345,0.0
2025-11-01T05:38:55Z,0.046512,0.0,5814,0.0
2025-11-01T05:38:55Z,0.043584,0.0,5448,0.0
2025-11-01T05:38:55Z,0.04192,0.0,5240,0.0
2025-11-01T05:38:55Z,0.040256,0.0,5032,0.0
2025-11-01T05:38:55Z,0.138248,0.0,17281,0.0
2025-11-01T05:38:55Z,0.101672,0.0,12709,0.0
2025-11-01T05:38:55Z,0.085704,0.0,10713,0.0
2025-11-01T05:38:56Z,0.076224,0.0,9528,0.0
2025-11-01T05:38:56Z,0.0742,0.0,9275,0.0
2025-11-01T05:38:56Z,0.076224,0.0,9528,0.0
2025-11-01T05:38:56Z,0.072704,0.0,9088,0.0
2025-11-01T05:38:56Z,0.074192,0.0,9274,0.0
2025-11-01T05:38:56Z,0.092208,0.0,11526,0.0
2025-11-01T05:38:56Z,0.0796,0.0,9950,0.0
2025-11-01T05:38:56Z,0.080832,0.0,10104,0.0
2025-11-01T05:38:56Z,0.099856,0.0,12482,0.0
2025-11-01T05:38:56Z,0.072024,0.0,9003,0.0
2025-11-01T05:38:56Z,0.076664,0.0,9583,0.0
2025-11-01T05:38:56Z,0.43896,0.0,54870,0.0
2025-11-01T05:38:56Z,0.101576,0.0,12697,0.0
2025-11-01T05:38:56Z,0.167968,0.0,20996,0.0
2025-11-01T05:38:56Z,0.154104,0.0,19263,0.0
2025-11-01T05:38:57Z,0.140856,0.0,17607,0.0
2025-11-01T05:38:57Z,0.0232,0.0,2900,0.0
2025-11-01T05:38:57Z,0.123248,0.0,15406,0.0
2025-11-01T05:38:57Z,0.071432,0.0,8929,0.0
2025-11-01T05:38:57Z,0.12012,0.0,15015,0.0
2025-11-01T05:38:57Z,0.069152,0.0,8644,0.0
2025-11-01T05:38:57Z,0.057416,0.0,7177,0.0
2025-11-01T05:38:57Z,0.050056,0.0,6257,0.0
2025-11-01T05:38:57Z,0.047344,0.0,5918,0.0
2025-11-01T05:38:57Z,0.04272,0.0,5340,0.0
2025-11-01T05:38:57Z,0.046416,0.0,5802,0.0
2025-11-01T05:38:57Z,0.039488,0.0,4936,0.0
2025-11-01T05:38:57Z,0.046608,0.0,5826,0.0
2025-11-01T05:38:57Z,0.110296,0.0,13787,0.0
2025-11-01T05:38:57Z,0.050176,0.0,6272,0.0
2025-11-01T05:38:58Z,0.085488,0.0,10686,0.0
2025-11-01T05:38:58Z,0.086696,0.0,10837,0.0
2025-11-01T05:38:58Z,0.06764,0.0,8455,0.0
2025-11-01T05:38:58Z,0.081656,0.0,10207,0.0
2025-11-01T05:38:58Z,0.069784,0.0,8723,0.0
2025-11-01T05:38:58Z,0.092016,0.0,11502,0.0
2025-11-01T05:38:58Z,0.071544,0.0,8943,0.0
2025-11-01T05:38:58Z,0.069088,0.0,8636,0.0
2025-11-01T05:38:58Z,0.136696,0.0,17087,0.0
2025-11-01T05:38:58Z,0.074736,0.0,9342,0.0
2025-11-01T05:38:58Z,0.074304,0.0,9288,0.0
2025-11-01T05:38:58Z,0.438688,0.0,54836,0.0
2025-11-01T05:38:58Z,0.124872,0.0,15609,0.0
2025-11-01T05:38:58Z,0.130936,0.0,16367,0.0
2025-11-01T05:38:58Z,0.158888,0.0,19861,0.0
2025-11-01T05:38:59Z,0.109712,0.0,13714,0.0
2025-11-01T05:38:59Z,0.12532,0.0,15665,0.0
2025-11-01T05:38:59Z,0.06532,0.0,8165,0.0
2025-11-01T05:38:59Z,0.080888,0.0,10111,0.0
2025-11-01T05:38:59Z,0.12328,0.0,15410,0.0
2025-11-01T05:38:59Z,0.08052,0.0,10065,0.0
2025-11-01T05:38:59Z,0.107776,0.0,13472,0.0
2025-11-01T05:38:59Z,0.051168,0.0,6396,0.0
2025-11-01T05:38:59Z,0.033976,0.0,4247,0.0
2025-11-01T05:38:59Z,0.057568,0.0,7196,0.0
2025-11-01T05:38:59Z,0.075904,0.0,9488,0.0
2025-11-01T05:38:59Z,0.057448,0.0,7181,0.0
2025-11-01T05:38:59Z,0.048128,0.0,6016,0.0
2025-11-01T05:38:59Z,0.047976,0.0,5997,0.0
2025-11-01T05:38:59Z,0.071144,0.0,8893,0.0
2025-11-01T05:39:00Z,0.070592,0.0,8824,0.0
2025-11-01T05:39:00Z,0.125136,0.0,15642,0.0
2025-11-01T05:39:00Z,0.085488,0.0,10686,0.0
2025-11-01T05:39:00Z,0.05024,0.0,6280,0.0
2025-11-01T05:39:00Z,0.073672,0.0,9209,0.0
2025-11-01T05:39:00Z,0.112432,0.0,14054,0.0
2025-11-01T05:39:00Z,0.078216,0.0,9777,0.0
2025-11-01T05:39:00Z,0.071384,0.0,8923,0.0
2025-11-01T05:39:00Z,0.075128,0.0,9391,0.0
2025-11-01T05:39:00Z,0.07556,0.0,9445,0.0
2025-11-01T05:39:00Z,0.136888,0.0,17111,0.0
2025-11-01T05:39:00Z,0.440032,0.0,55004,0.0
2025-11-01T05:39:00Z,0.128008,0.0,16001,0.0
2025-11-01T05:39:00Z,0.147936,0.0,18492,0.0
2025-11-01T05:39:00Z,0.15872,0.0,19840,0.0
2025-11-01T05:39:01Z,0.118712,0.0,14839,0.0
2025-11-01T05:39:01Z,0.048816,0.0,6102,0.0
2025-11-01T05:39:01Z,0.110384,0.0,13798,0.0
2025-11-01T05:39:01Z,0.119344,0.0,14918,0.0
2025-11-01T05:39:01Z,0.103648,0.0,12956,0.0
2025-11-01T05:39:01Z,0.049736,0.0,6217,0.0
2025-11-01T05:39:01Z,0.093952,0.0,11744,0.0
2025-11-01T05:39:01Z,0.064344,0.0,8043,0.0
2025-11-01T05:39:01Z,0.080632,0.0,10079,0.0
2025-11-01T05:39:01Z,0.119112,0.0,14889,0.0
2025-11-01T05:39:01Z,0.063992,0.0,7999,0.0
2025-11-01T05:39:01Z,0.055944,0.0,6993,0.0
2025-11-01T05:39:01Z,0.043608,0.0,5451,0.0
2025-11-01T05:39:01Z,0.090896,0.0,11362,0.0
2025-11-01T05:39:01Z,0.071488,0.0,8936,0.0
2025-11-01T05:39:02Z,0.056752,0.0,7094,0.0
2025-11-01T05:39:02Z,0.047648,0.0,5956,0.0
2025-11-01T05:39:02Z,0.048416,0.0,6052,0.0
2025-11-01T05:39:02Z,0.055672,0.0,6959,0.0
2025-11-01T05:39:02Z,0.042368,0.0,5296,0.0
2025-11-01T05:39:02Z,0.166992,0.0,20874,0.0
2025-11-01T05:39:02Z,0.23904,0.0,29880,0.0
2025-11-01T05:39:02Z,0.019368,0.0,2421,0.0
2025-11-01T05:39:02Z,0.018696,0.0,2337,0.0
2025-11-01T05:39:02Z,0.036336,0.0,4542,0.0
2025-11-01T05:39:02Z,0.161536,0.0,20192,0.0
2025-11-01T05:39:02Z,0.440544,0.0,55068,0.0
2025-11-01T05:39:02Z,0.20264,0.0,25330,0.0
2025-11-01T05:39:02Z,0.204112,0.0,25514,0.0
2025-11-01T05:39:02Z,0.001576,0.0,197,0.0
2025-11-01T05:39:03Z,0.039504,0.0,4938,0.0
2025-11-01T05:39:03Z,0.129568,0.0,16196,0.0
2025-11-01T05:39:03Z,0.07396,0.0,9245,0.0
2025-11-01T05:39:03Z,0.080552,0.0,10069,0.0
2025-11-01T05:39:03Z,0.04936,0.0,6170,0.0
2025-11-01T05:39:03Z,0.048608,0.0,6076,0.0
2025-11-01T05:39:03Z,0.10064,0.0,12580,0.0
2025-11-01T05:39:03Z,0.059072,0.0,7384,0.0
2025-11-01T05:39:03Z,0.063088,0.0,7886,0.0
